ID_Pregunta,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_Correcta,Comentario_A,Comentario_B,Comentario_C,Comentario_Correcta,Estado,ID_Video,ID_Area,ID_Tema
PREG179, Caso: Para asegurar una adecuada fabricación CNC un alumno decide verificar la trayectoria de herramienta antes de enviar el archivo a la máquina. ¿Qué procedimiento realiza?, Análisis estructural, Generación de código fuente, no aplica, Simulación del proceso de mecanizado,Incorrecto.  Análisis estructural no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis estructural y su aplicación práctica.,Incorrecto.  Generación de código fuente no es la mejor opción para resolver el caso descrito. Revisa las características de  generación de código fuente y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Simulación del proceso de mecanizado es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG180, Caso: En el análisis de vibraciones de un soporte metálico mediante software CAE se observa una frecuencia específica de resonancia. ¿Qué tipo de análisis se está realizando?, Análisis CFD, Análisis térmico transitorio, no aplica, Análisis modal,Incorrecto.  Análisis CFD no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis cfd y su aplicación práctica.,Incorrecto.  Análisis térmico transitorio no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis térmico transitorio y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Análisis modal es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG181, Caso: Un sistema automatizado debe detectar el color de los objetos que pasan por una banda. ¿Qué sensor es más adecuado para esta tarea?, Sensor capacitivo, Sensor de efecto Hall, no aplica, Sensor óptico RGB,Incorrecto.  Sensor capacitivo no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor capacitivo y su aplicación práctica.,Incorrecto.  Sensor de efecto Hall no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de efecto hall y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Sensor óptico RGB es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG182, Caso: Se necesita medir la fuerza ejercida en una prensa mecánica. ¿Qué tipo de sensor debe seleccionarse?, Sensor de temperatura, Sensor de velocidad, no aplica, Célula de carga,Incorrecto.  Sensor de temperatura no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de temperatura y su aplicación práctica.,Incorrecto.  Sensor de velocidad no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de velocidad y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Célula de carga es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG183, Caso: En un sistema robótico se quiere medir la inclinación de una plataforma móvil. ¿Qué sensor es el más adecuado?, Sensor de proximidad, Termistor, no aplica, Acelerómetro,Incorrecto.  Sensor de proximidad no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de proximidad y su aplicación práctica.,Incorrecto.  Termistor no es la mejor opción para resolver el caso descrito. Revisa las características de  termistor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Acelerómetro es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG184, Caso: Un estudiante conecta un sensor de presión a una DAQ pero los datos no corresponden con los valores reales. ¿Qué procedimiento puede ayudar a resolver el problema?, Aumentar la velocidad de muestreo, Cambiar el sensor, no aplica, Calibración del sistema de adquisición,Incorrecto.  Aumentar la velocidad de muestreo no es la mejor opción para resolver el caso descrito. Revisa las características de  aumentar la velocidad de muestreo y su aplicación práctica.,Incorrecto.  Cambiar el sensor no es la mejor opción para resolver el caso descrito. Revisa las características de  cambiar el sensor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Calibración del sistema de adquisición es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG185, Caso: En un sistema de adquisición de datos se requiere registrar simultáneamente temperatura y presión con velocidad. ¿Qué tipo de adquisición es más apropiada?, Asíncrona, Manual, no aplica, Adquisición multicanal sincronizada,Incorrecto.  Asíncrona no es la mejor opción para resolver el caso descrito. Revisa las características de  asíncrona y su aplicación práctica.,Incorrecto.  Manual no es la mejor opción para resolver el caso descrito. Revisa las características de  manual y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Adquisición multicanal sincronizada es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG186, Caso: Para registrar datos en campo sin una computadora un estudiante diseña un sistema autónomo de adquisición. ¿Qué componente es indispensable?, Módulo Bluetooth, Pantalla LCD, no aplica, Memoria EEPROM o SD,Incorrecto.  Módulo Bluetooth no es la mejor opción para resolver el caso descrito. Revisa las características de  módulo bluetooth y su aplicación práctica.,Incorrecto.  Pantalla LCD no es la mejor opción para resolver el caso descrito. Revisa las características de  pantalla lcd y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Memoria EEPROM o SD es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG187, Caso: Se programa un sistema que debe ejecutar distintas acciones según la temperatura medida. ¿Qué estructura de control se debe emplear?, Ciclo while, Interrupción externa, no aplica, Condicional if-else o switch-case,Incorrecto.  Ciclo while no es la mejor opción para resolver el caso descrito. Revisa las características de  ciclo while y su aplicación práctica.,Incorrecto.  Interrupción externa no es la mejor opción para resolver el caso descrito. Revisa las características de  interrupción externa y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Condicional if-else o switch-case es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG078, Caso: El docente asigna a los estudiantes el diseño de un sistema de clasificación de piezas por color para una línea de producción. ¿Qué herramienta de gestión sería más útil para asignar tiempos y responsables a cada tarea del proyecto?, Tabla de verdad, Diagrama de cuerpo libre, no aplica, Digarama de Gantt,Incorrecto.  Tabla de verdad no es la mejor opción para resolver el caso descrito. Revisa las características de  tabla de verdad y su aplicación práctica.,Incorrecto.  Diagrama de cuerpo libre no es la mejor opción para resolver el caso descrito. Revisa las características de  diagrama de cuerpo libre y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Digarama de Gantt es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
PREG079, Caso: El equipo necesita justificar la viabilidad económica de su proyecto de automatización. ¿Qué análisis es indispensable en esta etapa?, Simulación de fallas en los sensores, Estimacion de costos y retorno de inversion, no aplica, Analisis de riesgos tecnicos,Incorrecto.  Simulación de fallas en los sensores no es la mejor opción para resolver el caso descrito. Revisa las características de  simulación de fallas en los sensores y su aplicación práctica.,Incorrecto.  Estimacion de costos y retorno de inversion no es la mejor opción para resolver el caso descrito. Revisa las características de  estimacion de costos y retorno de inversion y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Analisis de riesgos tecnicos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
